Session ID	案例总数	PMID	年份	案例详情
61b9438d-a068-4438-b0f5-18b9e4997469	1	36648730	2023	[{"case_id":"case_1","case_type":"animal","metal_type":"chromium","metal_compound":"hexavalent chromium","species":"Ctenopharyngodon idellus (grass carp)","exposure_route":["diet"],"exposure_dose":{"value":5.3,"unit":"mg/L"},"is_fatal":false,"study_design":"Chronic exposure to hexavalent chromium with co-supplementation of Boerhavia diffusa leaf extract for 45 days."}]
61c44c14-29a3-4f20-99e2-0dc09d3798de	1	38141737	2024	[{"case_id":"1","case_type":"animal","metal_type":"砷","metal_compound":"arsenite","species":"小鼠","exposure_route":["口服"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"研究中使用小鼠模型来评估慢性砷暴露对肺部损伤的影响，并探索姜黄素对砷诱导的肺氧化应激和炎症的保护效果。"}]
61dd1c26-495b-48d8-900f-ada00e4a5807	1	37532581	2023	[{"case_id":"case_1","case_type":"animal","metal_type":"铅","metal_compound":"Pb","species":"大鼠","exposure_route":["暴露"],"exposure_dose":{"value":28,"unit":"天"},"is_fatal":false,"study_design":"大鼠暴露于铅28天后，分别用抗氧化剂（褪黑素、水飞蓟素）、维生素D和钙（VitDCa）或其组合（褪黑素或水飞蓟素与VitDCa）治疗28天。对照组包括未处理的大鼠（无铅暴露或治疗）、仅暴露于褪黑素或水飞蓟素的大鼠以及暴露于铅且未经后处理的大鼠。"}]
621cedcf-7fd0-430e-be83-890aa5a1870b	1	30939403	2019	[{"case_id":"case_1","case_type":"animal","metal_type":"铬","metal_compound":"六价铬","species":"Wistar大鼠","exposure_route":["腹腔注射"],"exposure_dose":{"value":0.4,"unit":"mg/kg•bw"},"is_fatal":false,"study_design":"研究旨在探索骨髓间充质干细胞移植对六价铬引起的肾脏损伤的修复效果和机制。Wistar大鼠被腹腔注射0.4 mg/kg•bw的六价铬离子溶液。30天后，将1×10^7骨髓间充质干细胞移植到大鼠体内。移植2周后，通过原子吸收光谱法检测，模型组和骨髓间充质干细胞治疗组之间的铬含量没有显著差异。"}]
621d6426-0aa2-4f35-9351-cb746249c95e	1	40437145	2025	[{"case_id":"case_0001","case_type":"cell","metal_type":"砷","metal_compound":"arsenite/arsenate/As2O3/NaAsO2","species":"SV-HUC-1 cells","exposure_route":["in vitro"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"The study demonstrates that circPDE3B is upregulated in a cell model of transformation triggered by arsenic and promotes this transformation process. It shows that circPDE3B accelerates malignant transformation from arsenic via increasing cell proliferation and inhibiting apoptosis in SV-HUC-1 cells."}]
6230d227-05b7-4ba6-b323-a69dba58ff17	1	32440917	2020	[{"case_id":"case_1","case_type":"human","metal_type":"砷","metal_compound":"未指定","species":"人类","exposure_route":["饮食暴露"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"调查了伊朗西部岩浆-变质岩带的岩石、土壤和植物样本中的砷含量，以评估其对人体健康的潜在影响。"}]
62540f1a-4dd3-49a0-9a9e-5f1b025cfa94	2	31322264	2019	[{"case_id":"case_1","case_type":"animal","metal_type":"砷","metal_compound":"sodium arsenite","species":"mouse","exposure_route":["bladder tissues"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Comparison of arsenic-altered gene expression in mouse bladder tissues and in human urothelial cells; sodium arsenite-induced mouse urothelial hyperplasia and intracellular inclusions."},{"case_id":"case_2","case_type":"cell","metal_type":"砷","metal_compound":"sodium arsenite","species":"human","exposure_route":["human urothelial cells"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Analysis of gene expression and DNA methylation in human urothelial cell line SV-HUC1; sodium arsenite decreased mRNA and protein expression levels of the WIF1 gene and increased methylation levels."}]
62625a23-0135-4826-92bb-a8149202b3cd	0	35589892	2022	无案例
629374b8-a6c1-4b1e-bee9-30010e6b72d6	4			[{"case_id":"1","case_type":"human","metal_type":"铅","metal_compound":"未指定","species":"人类","exposure_route":["环境暴露"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"调查了巴西Recôncavo Baiano地区DSAN-12M队列中的163名孕妇暴露于铅(Pb)、镉(Cd)、砷(As)和锰(Mn)的决定因素。通过石墨炉原子吸收光谱法(GFAAS)测量了这些金属在生物样本（血液、脚趾甲和头发）中的浓度以及家中的铅尘负荷率(RtPb)。"},{"case_id":"2","case_type":"human","metal_type":"镉","metal_compound":"未指定","species":"人类","exposure_route":["环境暴露"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"调查了巴西Recôncavo Baiano地区DSAN-12M队列中的163名孕妇暴露于铅(Pb)、镉(Cd)、砷(As)和锰(Mn)的决定因素。通过石墨炉原子吸收光谱法(GFAAS)测量了这些金属在生物样本（血液、脚趾甲和头发）中的浓度以及家中的铅尘负荷率(RtPb)。"},{"case_id":"3","case_type":"human","metal_type":"砷","metal_compound":"未指定","species":"人类","exposure_route":["环境暴露"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"调查了巴西Recôncavo Baiano地区DSAN-12M队列中的163名孕妇暴露于铅(Pb)、镉(Cd)、砷(As)和锰(Mn)的决定因素。通过石墨炉原子吸收光谱法(GFAAS)测量了这些金属在生物样本（血液、脚趾甲和头发）中的浓度以及家中的铅尘负荷率(RtPb)。"},{"case_id":"4","case_type":"human","metal_type":"锰","metal_compound":"未指定","species":"人类","exposure_route":["环境暴露"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"调查了巴西Recôncavo Baiano地区DSAN-12M队列中的163名孕妇暴露于铅(Pb)、镉(Cd)、砷(As)和锰(Mn)的决定因素。通过石墨炉原子吸收光谱法(GFAAS)测量了这些金属在生物样本（血液、脚趾甲和头发）中的浓度以及家中的铅尘负荷率(RtPb)。"}]
6296cc8c-7dce-4fc0-a37f-554827d3c8d8	3	31394254	2019	[{"case_id":"case_1","case_type":"animal","metal_type":"汞","metal_compound":"Mercury (Hg)","species":"Clarias gariepinus","exposure_route":["水体暴露"],"exposure_dose":{"value":0.04,"unit":"ppm"},"is_fatal":false,"study_design":"评估硒对鲶鱼雄性生殖系统的保护作用，暴露于亚致死剂量的汞30天"},{"case_id":"case_2","case_type":"animal","metal_type":"汞","metal_compound":"Mercury (Hg)","species":"Clarias gariepinus","exposure_route":["水体暴露"],"exposure_dose":{"value":0.12,"unit":"ppm"},"is_fatal":false,"study_design":"评估硒对鲶鱼雄性生殖系统的保护作用，暴露于亚致死剂量的汞30天"},{"case_id":"case_3","case_type":"animal","metal_type":"硒","metal_compound":"Selenium (Se)","species":"Clarias gariepinus","exposure_route":["水体暴露"],"exposure_dose":{"value":0.1,"unit":"ppm"},"is_fatal":false,"study_design":"评估硒对鲶鱼雄性生殖系统的保护作用，暴露于亚致死剂量的汞30天"}]
629ed349-5316-4c45-9f06-61dace9c0737	3			[{"case_id":"1","case_type":"human","metal_type":"铅","metal_compound":"Pb","species":"人类","exposure_route":["职业暴露"],"exposure_dose":{"value":"未提供具体数值","unit":"未提供单位"},"is_fatal":false,"study_design":"评估职业暴露于金属与遗传不稳定性和肾脏标记物之间的关联"},{"case_id":"2","case_type":"human","metal_type":"镉","metal_compound":"Cd","species":"人类","exposure_route":["职业暴露"],"exposure_dose":{"value":"未提供具体数值","unit":"未提供单位"},"is_fatal":false,"study_design":"评估职业暴露于金属与遗传不稳定性和肾脏标记物之间的关联"},{"case_id":"3","case_type":"human","metal_type":"锰","metal_compound":"Mn","species":"人类","exposure_route":["职业暴露"],"exposure_dose":{"value":"未提供具体数值","unit":"未提供单位"},"is_fatal":false,"study_design":"评估职业暴露于金属与遗传不稳定性和肾脏标记物之间的关联"}]
62a64ea0-019b-4eff-827f-77f8c2bcd503	0			无案例
62ad9c12-fc8d-48d1-a0d5-de2545d4f047	0	30725259	2019	无案例
62d2a44f-d065-4e4e-b853-6b35e0cf1890	3	35085890	2022	[{"case_id":"case_001","case_type":"animal","metal_type":"铅","metal_compound":"Pb","species":"zebrafish","exposure_route":["exposure to Pb"],"exposure_dose":{"value":0.1,"unit":"μM"},"is_fatal":false,"study_design":"Zebrafish embryos were exposed to 0.1, 1, or 10 μM Pb until 5 days post-fertilization, and their locomotor activity was significantly impaired by the 10 μM treatment."},{"case_id":"case_002","case_type":"animal","metal_type":"铅","metal_compound":"Pb","species":"zebrafish","exposure_route":["exposure to Pb"],"exposure_dose":{"value":1,"unit":"μM"},"is_fatal":false,"study_design":"Zebrafish embryos were exposed to 0.1, 1, or 10 μM Pb until 5 days post-fertilization, and their locomotor activity was significantly impaired by the 10 μM treatment."},{"case_id":"case_003","case_type":"animal","metal_type":"铅","metal_compound":"Pb","species":"zebrafish","exposure_route":["exposure to Pb"],"exposure_dose":{"value":10,"unit":"μM"},"is_fatal":false,"study_design":"Zebrafish embryos were exposed to 0.1, 1, or 10 μM Pb until 5 days post-fertilization, and their locomotor activity was significantly impaired by the 10 μM treatment."}]
62dd3ff1-b351-4806-9cee-998404ca6ef8	1	37567312	2023	[{"case_id":"1","case_type":"animal","metal_type":"多种金属","metal_compound":"SeAPM（包括金属纳米颗粒）","species":"Nile tilapia (Oreochromis niloticus)","exposure_route":["水"],"exposure_dose":{"value":1,"unit":"g L(-1)"},"is_fatal":false,"study_design":"30天暴露实验，评估金属生物富集模式，分析人类健康风险"}]
62e13604-5adc-4840-9261-07582412f9e1	4	32114348	2020	[{"case_id":"case_1","case_type":"human","metal_type":"manganese","metal_compound":"Mn","species":"human","exposure_route":["occupational"],"exposure_dose":{"value":"not specified","unit":"not specified"},"is_fatal":false,"study_design":"Comparison of urinary concentrations of heavy metals between incinerator workers and residents living nearby in Shenzhen, China."},{"case_id":"case_2","case_type":"human","metal_type":"iron","metal_compound":"Fe","species":"human","exposure_route":["occupational"],"exposure_dose":{"value":"not specified","unit":"not specified"},"is_fatal":false,"study_design":"Comparison of urinary concentrations of heavy metals between incinerator workers and residents living nearby in Shenzhen, China."},{"case_id":"case_3","case_type":"human","metal_type":"chromium","metal_compound":"Cr","species":"human","exposure_route":["occupational"],"exposure_dose":{"value":"not specified","unit":"not specified"},"is_fatal":false,"study_design":"Comparison of urinary concentrations of heavy metals between incinerator workers and residents living nearby in Shenzhen, China."},{"case_id":"case_4","case_type":"human","metal_type":"arsenic","metal_compound":"As","species":"human","exposure_route":["occupational"],"exposure_dose":{"value":"not specified","unit":"not specified"},"is_fatal":false,"study_design":"Comparison of urinary concentrations of heavy metals between incinerator workers and residents living nearby in Shenzhen, China."}]
636118d7-ec59-4d7d-8d68-a624d0edb790	1	37704839	2024	[{"case_id":"case_1","case_type":"animal","metal_type":"砷","metal_compound":"sodium arsenite","species":"Wistar rats","exposure_route":["oral"],"exposure_dose":{"value":3,"unit":"mg/kg/day/rat"},"is_fatal":false,"study_design":"Forty-eight adult male Wistar rats were randomly divided into four groups: control, sodium arsenite exposure, sodium arsenite with L-AA and α-T, and L-AA and α-T. The exposure lasted for 30 consecutive days."}]
6394b632-f5a7-443b-9509-60b5990b0126	1	31694474	2020	[{"case_id":"case_1","case_type":"human","metal_type":"汞","metal_compound":"无特定化合物","species":"人类","exposure_route":["足部破碎温度计"],"exposure_dose":{"value":"未提供具体数值","unit":"未提供单位"},"is_fatal":false,"study_design":"临床案例报告"}]
639d25c9-d61f-49c6-bd3a-7b3b5ff9b6b8	1			[{"case_id":"case_1","case_type":"animal","metal_type":"铜","metal_compound":"CuSO4","species":"小鼠","exposure_route":["土壤污染"],"exposure_dose":{"value":"46-1106","unit":"mg kg(-1)"},"is_fatal":false,"study_design":"研究假设微生物响应是智利铜矿污染土壤中金属毒性的有用指标，收集了84个表层土壤样本（0-20 cm）来自三个历史上受铜矿污染的地区，分析了总铜含量、可溶性铜含量、pCu(2+)和pH值。"}]
63a1752a-afff-4b21-ad72-8ab07312207f	1	36098742	2022	[{"case_id":"case_001","case_type":"cell","metal_type":"砷","metal_compound":"Realgar (As4S4)","species":"APL cell line (NB4)","exposure_route":["in vitro"],"exposure_dose":{"value":null,"unit":null},"is_fatal":true,"study_design":"Investigated the effect of realgar on cell death in the APL cell line (NB4) in vitro and to elucidate the underlying mechanism. Assessed cell survival rate, apoptotic assay, morphological changes, ATP levels, and cell cycle arrest. Measured the expression of Bcl-2, Bax, Cytochrome C (Cyt-C), and apoptosis-inducing factor (AIF) at the mRNA and protein levels by immunofluorescence, quantitative PCR (qPCR), and Western blotting."}]
63b5becc-ecb1-4e3b-a460-6804c6bec959	566			[{"case_id":"1","case_type":"human","metal_type":"铅","metal_compound":"lead","species":"人","exposure_route":["食用受污染的肉桂味苹果酱"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"调查铅和铬暴露后的健康影响"},{"case_id":"2","case_type":"human","metal_type":"铬","metal_compound":"chromium","species":"人","exposure_route":["食用受污染的肉桂味苹果酱"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"调查铅和铬暴露后的健康影响"}]
63c8142c-b0c1-441f-980f-516e0d3eede3	1	33147493	2020	[{"case_id":"1","case_type":"animal","metal_type":"砷","metal_compound":"无机砷","species":"斑马鱼","exposure_route":["水暴露"],"exposure_dose":{"value":24,"unit":"小时"},"is_fatal":true,"study_design":"使用斑马鱼幼虫识别细胞应激反应途径与砷毒性之间的关系"}]
63ee69a5-e413-47e7-8650-72b0f853e93e	1	33372577	2021	[{"case_id":"1","case_type":"animal","metal_type":"铬","metal_compound":"chromium(VI)","species":"小鼠","exposure_route":["gavage","intraperitoneally"],"exposure_dose":{"value":20,"unit":"mg/kg"},"is_fatal":false,"study_design":"研究了铬(VI)单独处理和与抗遗传毒性化合物(-)-表没食子儿茶素-3-没食子酸酯(EGCG)共同处理对小鼠内源性抗氧化系统、8-羟基脱氧鸟嘌呤加合物(8-OHdG)修复和凋亡的影响。"}]
63f93cc7-96c1-4477-947c-4e5a857580ee	1	38773235	2025	[{"case_id":"001","case_type":"human","metal_type":"铅","metal_compound":"铅","species":"人类","exposure_route":["饮食"],"exposure_dose":{"value":"超过100 ppm","unit":"ppm"},"is_fatal":false,"study_design":"使用X射线荧光(XRF)分析仪检测铝制炊具和黄铜制品中的铅含量，并使用浸出法估计迁移到食物中的铅量。"}]
641ac202-d7d1-4781-89dd-1427ed8f3686	1	32403012	2020	[{"case_id":"case_001","case_type":"animal","metal_type":"砷","metal_compound":"arsenite","species":"Limnoperna fortunei","exposure_route":["水"],"exposure_dose":{"value":50,"unit":"μg/L"},"is_fatal":false,"study_design":"评估不同晶型nTiO2（锐钛矿和金红石）对金贻贝Limnoperna fortunei中砷代谢和毒性的影响，实验设计为48小时共同暴露于nTiO2（1 mg/L）和As（50 μg/L）"}]
644d2e08-c4a9-4fa7-a249-60d8cfe8883c	1	38511628	2024	[{"case_id":"1","case_type":"animal","metal_type":"砷","metal_compound":"Na-arsenite","species":"Wistar-albino rats","exposure_route":["oral gavage","drinking water"],"exposure_dose":{"value":100,"unit":"ppm/day"},"is_fatal":false,"study_design":"32 male Wistar-albino rats were divided into 4 groups: control, chitosan, arsenic, and arsenic+chitosan. The arsenic group was given 100 ppm/day Na-arsenite ad libitum with drinking water, and the arsenic+chitosan group was given the same arsenic dose along with 200 mg/kg/day chitosan dissolved in saline by oral gavage for 30 days."}]
64505d21-0b41-4fb5-897e-50ef176fb754	1	40056274	2025	[{"case_id":"case_1","case_type":"human","metal_type":"铅","metal_compound":"Pb","species":"人类","exposure_route":["土壤摄入"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"法国的试点研究，使用新的生物可利用性方法（UBM）来评估土壤中铅的生物可利用性，并通过调整慢性每日摄入量使用相对生物可利用性数据来完善暴露评估。"}]
647a0488-8c74-43ae-8dcf-4aa9fa864898	1	40844622	2025	[{"case_id":"case_001","case_type":"animal","metal_type":"镉","metal_compound":"CdCl2","species":"大鼠","exposure_route":["口服"],"exposure_dose":{"value":3,"unit":"mg/kg body weight"},"is_fatal":false,"study_design":"实验分为四组：阴性对照组、CdCl2中毒阳性对照组（3 mg/kg体重）、两组接受CdCl2处理同时分别给予L. brevis或P. pentosaceus治疗（5×10^9 CFU/kg体重）。实验持续12周，定期收集血液样本，实验结束时收集肝脏、肾脏、脂肪组织和粪便样本。"}]
648f62c1-97ce-487a-8a61-f8b34288322a	6			[{"case_id":"1","case_type":"animal","metal_type":"iron","metal_compound":"Fe","species":"Broad-Snouted Caiman (Caiman latirostris)","exposure_route":["environmental"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Evaluation of bioaccumulation and biochemical biomarkers in blood of Caiman latirostris from different locations."},{"case_id":"2","case_type":"animal","metal_type":"copper","metal_compound":"Cu","species":"Broad-Snouted Caiman (Caiman latirostris)","exposure_route":["environmental"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Evaluation of bioaccumulation and biochemical biomarkers in blood of Caiman latirostris from different locations."},{"case_id":"3","case_type":"animal","metal_type":"zinc","metal_compound":"Zn","species":"Broad-Snouted Caiman (Caiman latirostris)","exposure_route":["environmental"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Evaluation of bioaccumulation and biochemical biomarkers in blood of Caiman latirostris from different locations."},{"case_id":"4","case_type":"animal","metal_type":"manganese","metal_compound":"Mn","species":"Broad-Snouted Caiman (Caiman latirostris)","exposure_route":["environmental"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Evaluation of bioaccumulation and biochemical biomarkers in blood of Caiman latirostris from different locations."},{"case_id":"5","case_type":"animal","metal_type":"chromium","metal_compound":"Cr","species":"Broad-Snouted Caiman (Caiman latirostris)","exposure_route":["environmental"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Evaluation of bioaccumulation and biochemical biomarkers in blood of Caiman latirostris from different locations."},{"case_id":"6","case_type":"animal","metal_type":"lead","metal_compound":"Pb","species":"Broad-Snouted Caiman (Caiman latirostris)","exposure_route":["environmental"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"Evaluation of bioaccumulation and biochemical biomarkers in blood of Caiman latirostris from different locations."}]
64bbb13b-2a63-4d49-800a-77a9c3300251	1			[{"case_id":"case_1","case_type":"human","metal_type":"multiple toxic metals","metal_compound":"未提供具体化合物","species":"人类","exposure_route":["blood","follicular fluid"],"exposure_dose":{"value":"未提供具体数值","unit":"未提供具体单位"},"is_fatal":false,"study_design":"研究了多种有毒金属暴露与子宫内膜异位症风险之间的关联，证据来自血液和卵泡液的结果"}]
64c8707d-a7ab-45c4-b9be-305318460dad	1			[{"case_id":"case_1","case_type":"animal","metal_type":"铬","metal_compound":"Cr(VI)","species":"小鼠","exposure_route":["gavage","intraperitoneally"],"exposure_dose":{"value":20,"unit":"mg/kg"},"is_fatal":false,"study_design":"研究旨在检验绿茶中提取的多酚类物质（P60-GT）对六价铬诱导的遗传损伤和细胞凋亡的剂量-反应效应。雄性Hsd:ICR小鼠被分为四组：(1)对照组（仅载体），(2)P60-GT（15, 30, 或45 mg/kg经口给予），(3)Cr(VI)（20 mg/kg的CrO3腹腔注射），以及(4)P60-GT+CrO3（P60-GT在CrO3给予前4小时经口给予）。在24, 48, 和72小时收集外周血样本以评估微核（MN）数量、细胞凋亡和细胞活性，同时在0和48小时测量血浆8-羟基-2'-脱氧鸟苷（8-OHdG）水平。Cr(VI)显著增加了MN频率，抑制了8-OHdG修复，并降低了细胞活性。预先用P60-GT处理可减少MN频率高达74%。"}]
64c8f012-11e2-4950-8e78-0068f9cc1530	1	30476502	2019	[{"case_id":"case_01","case_type":"animal","metal_type":"铅","metal_compound":"Pb","species":"大鼠","exposure_route":["未明确指出"],"exposure_dose":{"value":"未提供具体数值","unit":"未提供单位"},"is_fatal":false,"study_design":"研究测量了大鼠原代小胶质细胞和星形胶质细胞的细胞活性和细胞内铅吸收，发现铅在较低剂量下降低了小胶质细胞的活性，而铅的吸收在星形胶质细胞中更大。铅诱导的小胶质细胞氧化应激导致活性氧的增加、谷胱甘肽的下调和Nrf2蛋白表达的增强，而星形胶质细胞中没有明显变化。"}]
64f11970-8854-48d3-8d44-8cecd7e5d2f7	5	32376364	2020	[{"case_id":"case_1","case_type":"animal","metal_type":"Cadmium","metal_compound":"Cd","species":"Helix pomatia","exposure_route":["soil","tissue"],"exposure_dose":{"value":1,"unit":"mg kg(-1)"},"is_fatal":false,"study_design":"Comparative assessment of biomarker response to tissue metal concentrations in urban populations of the land snail Helix pomatia."},{"case_id":"case_2","case_type":"animal","metal_type":"Copper","metal_compound":"Cu","species":"Helix pomatia","exposure_route":["soil","tissue"],"exposure_dose":{},"is_fatal":false,"study_design":"Comparative assessment of biomarker response to tissue metal concentrations in urban populations of the land snail Helix pomatia."},{"case_id":"case_3","case_type":"animal","metal_type":"Nickel","metal_compound":"Ni","species":"Helix pomatia","exposure_route":["soil","tissue"],"exposure_dose":{},"is_fatal":false,"study_design":"Comparative assessment of biomarker response to tissue metal concentrations in urban populations of the land snail Helix pomatia."},{"case_id":"case_4","case_type":"animal","metal_type":"Lead","metal_compound":"Pb","species":"Helix pomatia","exposure_route":["soil","tissue"],"exposure_dose":{},"is_fatal":false,"study_design":"Comparative assessment of biomarker response to tissue metal concentrations in urban populations of the land snail Helix pomatia."},{"case_id":"case_5","case_type":"animal","metal_type":"Zinc","metal_compound":"Zn","species":"Helix pomatia","exposure_route":["soil","tissue"],"exposure_dose":{},"is_fatal":false,"study_design":"Comparative assessment of biomarker response to tissue metal concentrations in urban populations of the land snail Helix pomatia."}]
652e4e65-307d-4d2c-9c69-76e9963731f3	2			[{"case_id":"case_1","case_type":"animal","metal_type":"铅","metal_compound":"lead nitrate","species":"Puntius ticto","exposure_route":["exposure to lead nitrate"],"exposure_dose":{"value":0.04,"unit":"mg/l"},"is_fatal":false,"study_design":"Adult Puntius ticto were exposed to lead nitrate at 0 mg/l (control), 1/50th (0.04 mg/l) and 1/20th (0.12 mg/l) of LC(50) for 30 days and sacrificed to collect liver tissues."},{"case_id":"case_2","case_type":"animal","metal_type":"铅","metal_compound":"lead nitrate","species":"Puntius ticto","exposure_route":["exposure to lead nitrate"],"exposure_dose":{"value":0.12,"unit":"mg/l"},"is_fatal":false,"study_design":"Adult Puntius ticto were exposed to lead nitrate at 0 mg/l (control), 1/50th (0.04 mg/l) and 1/20th (0.12 mg/l) of LC(50) for 30 days and sacrificed to collect liver tissues."}]
6539918a-30b0-472d-b319-9d1e0db783cc	1	36068756	2022	[{"case_id":"1","case_type":"animal","metal_type":"铅","metal_compound":"Pb","species":"大鼠","exposure_route":["developmental exposure"],"exposure_dose":{"value":null,"unit":null},"is_fatal":true,"study_design":"研究了铅诱导的海马神经元凋亡的分子机制以及PAS-Na在减轻其影响方面的效能。"}]
6570d9fb-d0d6-4a9e-b8d5-249551a6ad6f	1			[{"case_id":"case_1","case_type":"human","metal_type":"铅","metal_compound":"lead","species":"人","exposure_route":["职业暴露"],"exposure_dose":{"value":458,"unit":"未提供具体单位"},"is_fatal":false,"study_design":"研究包括42名男性喷漆工人和50名对照对象，年龄范围20-45岁，通过标准方法量化血铅水平、血清脂质过氧化物和抗氧化参数，包括红细胞过氧化氢酶、超氧化物歧化酶(SOD)、血浆铜蓝蛋白、一氧化氮、尿酸和胆红素。"}]
658bb76d-512e-4018-be52-a3c9de0ff1d2	6	31635816	2020	[{"case_id":"case_1","case_type":"human","metal_type":"arsenic","metal_compound":"未提供","species":"人类","exposure_route":["口服"],"exposure_dose":{"value":"未提供","unit":"未提供"},"is_fatal":false,"study_design":"评估土壤中砷、镉和铅的生物可给性与人类健康风险评估和生态毒理学风险评估之间的联系"},{"case_id":"case_2","case_type":"animal","metal_type":"arsenic","metal_compound":"未提供","species":"蜗牛","exposure_route":["土壤生物累积"],"exposure_dose":{"value":"未提供","unit":"未提供"},"is_fatal":false,"study_design":"评估土壤中砷、镉和铅的生物可给性与人类健康风险评估和生态毒理学风险评估之间的联系"},{"case_id":"case_3","case_type":"human","metal_type":"cadmium","metal_compound":"未提供","species":"人类","exposure_route":["口服"],"exposure_dose":{"value":"未提供","unit":"未提供"},"is_fatal":false,"study_design":"评估土壤中砷、镉和铅的生物可给性与人类健康风险评估和生态毒理学风险评估之间的联系"},{"case_id":"case_4","case_type":"animal","metal_type":"cadmium","metal_compound":"未提供","species":"蜗牛","exposure_route":["土壤生物累积"],"exposure_dose":{"value":"未提供","unit":"未提供"},"is_fatal":false,"study_design":"评估土壤中砷、镉和铅的生物可给性与人类健康风险评估和生态毒理学风险评估之间的联系"},{"case_id":"case_5","case_type":"human","metal_type":"lead","metal_compound":"未提供","species":"人类","exposure_route":["口服"],"exposure_dose":{"value":"未提供","unit":"未提供"},"is_fatal":false,"study_design":"评估土壤中砷、镉和铅的生物可给性与人类健康风险评估和生态毒理学风险评估之间的联系"},{"case_id":"case_6","case_type":"animal","metal_type":"lead","metal_compound":"未提供","species":"蜗牛","exposure_route":["土壤生物累积"],"exposure_dose":{"value":"未提供","unit":"未提供"},"is_fatal":false,"study_design":"评估土壤中��、镉和铅的生物可给性与人类健康风险评估和生态毒理学风险评估之间的联系"}]
65a4ac0f-8d40-4e93-82b7-cae767c37269	1			[{"case_id":"case_0001","case_type":"human","metal_type":"铅","metal_compound":"未指定","species":"人","exposure_route":["lifetime exposure"],"exposure_dose":{"value":"未指定","unit":"未指定"},"is_fatal":false,"study_design":"探讨长期铅暴露是否在LATE中起作用"}]
65abddd5-182c-4059-a859-c12e6745e9df	5	36161572	2023	[{"case_id":"case_1","case_type":"human","metal_type":"铅","metal_compound":"Pb","species":"人类","exposure_route":["食用受污染的叶菜"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"评估云南省两个采矿区附近叶菜中重金属(loid)污染情况，计算人类健康风险"},{"case_id":"case_2","case_type":"human","metal_type":"镉","metal_compound":"Cd","species":"人类","exposure_route":["食用受污染的叶菜"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"评估云南省两个采矿区附近叶菜中重金属(loid)污染情况，计算人类健康风险"},{"case_id":"case_3","case_type":"human","metal_type":"砷","metal_compound":"As","species":"人类","exposure_route":["食用受污染的叶菜"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"评估云南省两个采矿区附近叶菜中重金属(loid)污染情况，计算人类健康风险"},{"case_id":"case_4","case_type":"human","metal_type":"铜","metal_compound":"Cu","species":"人类","exposure_route":["食用受污染的叶菜"],"exposure_dose":{"value":null,"unit":null},"is_fatal":false,"study_design":"评估云南省两个采矿区附近叶菜中重金属(loid)污染情况，计算人类健康风险"},{"case_id":"case_5","case_type":"cell","metal_type":"镉","metal_compound":"Cd","species":"Malabar spinach varieties","exposure_route":["土壤吸收"],"exposure_dose":{"value":4.75,"unit":"mg kg(-1)"},"is_fatal":false,"study_design":"盆栽实验确定不同Malabar菠菜品种对Cd的积累能力，确定土壤安全阈值"}]
65fa4c63-6c53-4f61-b1fb-186f20f59c11	2	35969764	2022	[{"case_id":"case_01","case_type":"human","metal_type":"铅","metal_compound":"无特定化合物","species":"人类","exposure_route":["环境暴露"],"exposure_dose":{"value":"1到3 µg/dL","unit":"血铅水平"},"is_fatal":false,"study_design":"研究调查了儿童铅暴露、种族居住隔离和早期教育结果之间的关系。使用北卡罗来纳州的出生数据、血铅监测数据和四年级标准化测试成绩（n = 25,699）进行分析。"},{"case_id":"case_02","case_type":"human","metal_type":"铅","metal_compound":"无特定化合物","species":"人类","exposure_route":["环境暴露"],"exposure_dose":{"value":"4 µg/dL","unit":"血铅水平"},"is_fatal":false,"study_design":"研究调查了儿童铅暴露、种族居住隔离和早期教育结果之间的关系。使用北卡罗来纳州的出生数据、血铅监测数据和四年级标准化测试成绩（n = 25,699）进行分析。"}]
